Measurement Name :,Meas-641,,Generated On :,"13/11/2023, 18:11:48",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
13.11.23 18:04:00,63.17,247.84,215.41,191.34,182.72,234.62,229.21,204.94,201.59,221.96,222.27,235.26,178.3,255.05,223.84,199.77,182.13,224.16,191.64,226.99,162.65,217.9,168.69,209.54,193.14,,27,965,36,28.96,
13.11.23 18:04:16,63.43,242.33,230.48,216.97,195.84,236.22,245.57,231.43,219.77,240.07,250.45,245.89,174.21,262,200.38,211.39,191.34,238.14,205.56,225.1,189.55,220.71,175.67,232.39,229.84,,27,965,36,28.96,
13.11.23 18:04:31,63.68,232.7,218.52,203.11,183.61,203.11,209.85,199.47,213.86,221.96,214.79,213.24,167.54,235.9,210.16,199.77,180.95,225.73,185.38,212.01,168.12,212.63,180.95,208.93,192.84,,27,965,36,28.97,
13.11.23 18:04:46,63.93,244.59,211.39,217.9,181.83,227.94,191.34,212.01,219.15,263,233.66,230.8,190.14,255.05,221.65,174.21,191.04,220.71,195.24,221.65,160.65,224.16,171.88,221.33,205.86,,27,965,36,28.96,
13.11.23 18:05:01,64.18,232.07,209.85,171.59,185.98,204.94,227.31,185.09,202.2,224.79,238.46,214.17,168.98,237.18,207.09,181.24,183.9,231.11,180.07,216.97,168.69,229.53,167.83,218.52,184.2,,27,965,36,28.94,
13.11.23 18:05:16,64.43,204.03,250.13,182.13,177.72,209.54,252.09,214.48,197.35,219.15,219.77,215.41,179.77,276.8,215.72,206.47,184.49,222.9,187.76,198.86,174.79,216.34,169.85,212.01,205.25,,27,965,36,28.93,
13.11.23 18:05:31,64.68,365.64,197.05,149.05,169.85,194.64,203.11,157.52,185.38,178.3,265.34,195.24,135.17,290.89,182.13,171.88,175.08,208.01,218.52,197.65,158.65,204.33,199.47,177.42,190.14,,27,965,36,28.93,
13.11.23 18:05:46,64.93,259.01,229.53,232.39,258.02,211.39,294.02,176.84,217.28,164.37,141.24,287.43,215.72,262,209.23,201.9,176.84,240.71,197.96,152.7,153.27,286.74,198.86,292.28,250.78,,27,965,36,28.9,
13.11.23 18:06:01,65.18,265.67,226.05,235.26,151.29,201.29,186.87,175.38,239.43,217.28,249.15,235.26,179.48,282.61,233.34,186.87,182.42,224.47,173.92,205.56,178.89,191.34,122.93,220.4,83.99,,27,965,36,28.9,
13.11.23 18:06:16,65.43,241.04,223.53,187.76,185.68,216.97,218.83,195.24,183.01,220.4,228.26,226.36,181.24,236.54,212.32,191.34,185.68,214.48,185.68,209.54,174.5,245.24,167.25,206.47,185.09,,27,965,36,28.9,
13.11.23 18:06:31,65.68,247.19,208.01,229.53,186.27,216.03,234.62,199.17,213.24,225.42,232.39,224.47,177.42,250.78,218.83,191.94,192.84,231.43,189.25,233.02,184.79,236.54,157.52,209.85,208.01,,27,965,36,28.88,
13.11.23 18:06:46,65.93,257.36,228.26,229.21,146.25,217.28,229.84,204.94,124.82,236.22,236.54,234.3,260.01,261.34,185.38,117.57,171.59,233.98,186.57,186.57,167.25,245.24,164.08,248.17,211.7,,27,965,36,28.86,
13.11.23 18:07:01,66.18,241.68,202.81,191.04,172.46,203.11,200.68,178.3,214.17,229.21,215.41,206.47,180.07,244.92,204.64,188.95,183.31,212.32,191.04,183.9,167.54,252.42,180.36,202.2,197.35,,27,965,36,28.86,
13.11.23 18:07:16,66.43,257.03,216.97,176.25,175.08,221.96,228.58,194.64,215.72,226.36,216.65,224.79,166.96,234.3,219.15,206.78,186.27,220.08,186.57,209.54,173.04,243.62,170.43,195.24,194.34,,27,965,36,28.85,
13.11.23 18:07:31,66.68,254.72,212.32,198.26,178.3,218.83,227.31,212.63,203.72,234.94,220.4,219.15,171.3,258.02,199.47,198.56,183.01,222.9,189.84,232.07,162.36,232.39,156.95,216.65,200.98,,27,965,36,28.83,
13.11.23 18:07:46,66.93,246.54,223.84,185.09,179.77,193.14,221.02,187.16,203.42,225.1,222.59,220.4,166.96,235.9,198.56,180.65,170.72,211.7,186.57,212.93,162.08,237.18,170.43,196.14,182.72,,27,965,36,28.83,
13.11.23 18:08:01,67.18,255.71,199.77,187.76,183.9,221.33,250.13,189.25,189.55,223.84,214.79,229.53,168.98,261.34,192.24,203.72,183.31,233.02,181.54,217.9,160.94,246.22,167.54,208.62,187.46,,27,965,36,28.83,
13.11.23 18:08:16,67.43,223.84,191.04,215.1,175.96,204.03,210.47,198.56,202.5,212.32,209.85,237.18,165.81,249.8,211.08,183.9,171.3,233.66,173.63,199.17,163.8,228.26,181.54,196.75,204.33,,27,965,36,28.83,
13.11.23 18:08:31,67.68,248.17,214.48,189.55,190.74,214.79,231.75,210.47,199.77,231.11,215.1,206.47,174.5,252.09,197.96,204.33,193.44,234.62,191.34,218.21,159.79,249.15,170.14,204.94,219.15,,27,965,36,28.83,
13.11.23 18:08:46,67.93,234.62,215.72,188.35,178.01,212.63,217.59,201.59,193.44,221.33,221.65,216.65,175.08,260.67,210.77,202.5,180.65,242,175.08,212.63,175.96,244.27,173.63,207.7,198.56,,27,965,36,28.83,
13.11.23 18:09:01,68.18,240.07,210.16,188.06,184.79,206.17,205.25,197.05,202.2,214.17,213.55,214.17,163.8,263.33,212.01,190.74,179.18,233.02,188.35,210.77,166.67,220.4,163.22,202.2,206.78,,27,965,36,28.82,
13.11.23 18:09:16,68.43,255.38,195.84,200.98,173.63,232.39,223.22,205.56,197.96,225.73,236.54,221.33,175.08,253.4,200.98,200.98,184.49,224.16,184.79,227.63,160.08,247.19,164.95,217.9,188.35,,27,965,36,28.82,
13.11.23 18:09:31,68.68,242.97,203.11,186.87,185.09,209.54,223.22,204.33,208.93,227.31,214.79,226.99,169.27,249.8,206.17,204.33,187.16,231.75,188.95,204.03,178.6,236.22,170.72,208.93,210.47,,27,965,36,28.8,
13.11.23 18:09:46,68.93,240.39,206.78,195.84,170.14,203.11,225.1,201.29,210.16,230.48,208.62,220.71,163.22,242.97,199.47,189.84,181.54,230.48,174.79,193.74,151.01,214.79,165.52,204.64,202.81,,27,965,36,28.8,
13.11.23 18:10:01,69.18,236.86,205.86,185.68,176.84,205.56,218.83,204.94,202.5,220.08,230.8,222.9,173.92,242.97,209.23,203.42,191.34,229.53,188.06,212.32,169.27,238.78,156.95,209.54,188.65,,27,965,36,28.79,
13.11.23 18:10:17,69.45,239.1,225.73,197.35,179.77,213.86,211.39,196.14,157.23,228.89,288.81,245.57,137.1,289.85,218.52,144.57,188.95,227.31,181.24,200.68,173.92,321.42,169.56,230.16,244.27,,27,965,36,28.79,
13.11.23 18:10:32,69.7,253.4,216.97,146.81,254.72,277.82,200.98,200.98,244.59,209.85,231.11,180.36,326.52,231.75,222.59,223.84,159.79,215.72,182.42,199.17,261.67,175.38,179.77,175.38,179.18,,27,965,36,28.78,
13.11.23 18:10:47,69.95,266.67,207.7,147.65,215.72,174.5,190.74,150.45,182.72,282.26,201.9,172.46,244.59,219.46,231.43,194.94,191.64,189.55,162.94,158.94,178.6,94.73,162.94,195.54,259.34,,27,965,36,28.79,
13.11.23 18:11:02,70.2,161.51,157.52,185.98,143.18,192.24,110.13,209.23,110.92,221.33,132.98,202.81,164.66,242.65,226.68,180.36,147.93,266.01,163.22,222.9,155.53,191.34,139.86,174.79,236.54,,27,965,36,28.76,
13.11.23 18:11:17,70.45,234.62,207.09,199.77,181.24,208.62,226.36,208.93,190.74,220.08,225.73,245.24,171.01,242.97,200.38,178.3,178.6,228.26,181.24,206.47,159.79,230.48,153.55,195.84,196.14,,27,965,36,28.76,
